2020-10-07 15:26:55,416 DEBUG   SenderThread:16804 [sender.py:send_request():97] send_request: status
2020-10-07 15:26:55,423 DEBUG   SenderThread:16804 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): api.wandb.ai:443
2020-10-07 15:26:55,662 DEBUG   SenderThread:16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2020-10-07 15:26:59,358 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:26:59,561 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:27:03,986 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:27:08,612 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:27:10,666 DEBUG   HandlerThread:16804 [handler.py:handle_request():54] handle_request: status
2020-10-07 15:27:10,666 DEBUG   SenderThread:16804 [sender.py:send():88] send: request
2020-10-07 15:27:10,667 DEBUG   SenderThread:16804 [sender.py:send_request():97] send_request: status
2020-10-07 15:27:10,673 DEBUG   SenderThread:16804 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): api.wandb.ai:443
2020-10-07 15:27:10,925 DEBUG   SenderThread:16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2020-10-07 15:27:13,225 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:27:13,537 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:27:17,867 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:27:22,532 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:27:25,928 DEBUG   HandlerThread:16804 [handler.py:handle_request():54] handle_request: status
2020-10-07 15:27:25,928 DEBUG   SenderThread:16804 [sender.py:send():88] send: request
2020-10-07 15:27:25,929 DEBUG   SenderThread:16804 [sender.py:send_request():97] send_request: status
2020-10-07 15:27:25,935 DEBUG   SenderThread:16804 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): api.wandb.ai:443
2020-10-07 15:27:26,193 DEBUG   SenderThread:16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2020-10-07 15:27:27,174 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:27:27,381 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:27:31,845 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:27:36,485 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:27:41,113 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:27:41,197 DEBUG   HandlerThread:16804 [handler.py:handle_request():54] handle_request: status
2020-10-07 15:27:41,198 DEBUG   SenderThread:16804 [sender.py:send():88] send: request
2020-10-07 15:27:41,198 DEBUG   SenderThread:16804 [sender.py:send_request():97] send_request: status
2020-10-07 15:27:41,205 DEBUG   SenderThread:16804 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): api.wandb.ai:443
2020-10-07 15:27:41,320 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:27:41,442 DEBUG   SenderThread:16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2020-10-07 15:27:45,734 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:27:50,355 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:27:54,981 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:27:55,212 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:27:56,446 DEBUG   HandlerThread:16804 [handler.py:handle_request():54] handle_request: status
2020-10-07 15:27:56,446 DEBUG   SenderThread:16804 [sender.py:send():88] send: request
2020-10-07 15:27:56,447 DEBUG   SenderThread:16804 [sender.py:send_request():97] send_request: status
2020-10-07 15:27:56,454 DEBUG   SenderThread:16804 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): api.wandb.ai:443
2020-10-07 15:27:56,697 DEBUG   SenderThread:16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
